ID,SiteName,Number,SiteSortNumber,HistoricalNotes,BibReferences,LocationNotes,Remarks,Description,Condition,Shafts,ResearchActivity,ResearcherComments,IsPublic,Active,harvardID,SiteTypeID,SiteType,ProblemsQuestions
4230,Central Field (Hassan),S 1577-hassan,S       1577hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), against corridor north wall west of S 1578-hassan.  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1577,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4231,Central Field (Hassan),S 1578-hassan,S       1578hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), against corridor north wall east of S 1577-hassan and west of S 1579-hassan.  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1578,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4232,Central Field (Hassan),S 1579-hassan,S       1579hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), against corridor north wall east of S 1578-hassan and North of G 8034 (Memi).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1579,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4233,Central Field (Hassan),S 1588-hassan,S       1588hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), in middle of corridor south of S 1579-hassan, north of S 1589-hassan and north of G 8034 (Memi).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1588,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4234,Central Field (Hassan),S 1589-hassan,S       1589hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), in middle of corridor south of S 1579-hassan, south of S 1588-hassan and north of G 8034 (Memi).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1589,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4235,Central Field (Hassan),S 1581-hassan,S       1581hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), in middle of corridor south of S 1577-hassan and north of G 8040 (Rock Tomb No. 4).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1581,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4236,Central Field (Hassan),S 1584-hassan,S       1584hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in east-west corridor west of G 8028 (Rock Tomb No. 1) and G 8026 (Ity), against south wall of corridor between entrance to G 8040 (Rock Tomb No. 4) and G 8038 (Rock Tomb No. 3).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1584,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4237,Central Field (Hassan),S 1593-hassan,S       1593hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, H-17.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 22, G-2 (neither drawn nor labeled).
,,",NULL,"Shaft built near rock tombs along western edge of Central Cemetery, in corner against rock scarp and south wall of G 8024 (Neferhetep (2)).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1593,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4238,Central Field (Hassan),G 8064,G       8064                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-16.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, F-2, drawn but not labeled.
,,",NULL,"Mastaba built at western edge of Central Field, against rock face south of G 8066 (Khuienptah) and north of G 8056 (Heknikhnum).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"S 1571; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4239,Central Field (Hassan),S 811-hassan,S        811hassan              ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, G-9.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 21, C-2 (neither drawn nor labeled).
,,",NULL,"Shaft against rock face at western side of Central Field, southwest of opening to G 8154 (Lepsius 89), northeast of opening to G G 8146 (Lepsius 89-x; Rock Cut Tomb S 812) and northwest of G 8152 (Mastaba of Shaft 810).  Excavated 1932-1933 by Hassan.,,",NULL,NULL,"S 811,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4240,Central Field (Hassan),G 8659,G       8659                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of G 8658 (Medunefer (2)), south of G 8660 (Shepsesakhti), north of G 8656 (Seshemu) and west of southern end of G 8670 (Mastaba F).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 771,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4241,Central Field (Hassan),G 8650,G       8650                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built off south side of G 8640 (Ankh-haf Qar), west of G 8680 (Seshemnefer (2)).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 639; S 640; S 736,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4242,Central Field (Hassan),G 8626,G       8626                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of basin off east side of G 8400 (Lepsis 100), south of G 8620 (Thesti) and north of G 8624 (Mastaba of Shaft 754).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 636,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4243,Central Field (Hassan),G 8624,G       8624                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of basin off east side of G 8400 (Lepsis 100), south of G 8620 (Thesti), South of G 8626 (Mastaba of Shaft 636) and north of G 8622 (Mastaba of Shaft 756).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 754; S 755,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4244,Central Field (Hassan),G 8622,G       8622                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of basin off east side of G 8400 (Lepsis 100), south of G 8620 (Thesti), South of G 8624 (Mastaba of Shaft 754) and west of G 8630 (Mastaba of Shaft 760).  Shaft 756 is actually in corridor on east side of mastaba.  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 756; S 757; S 758,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4245,Central Field (Hassan),G 8630,G       8630                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of basin off east side of G 8400 (Lepsis 100), southeast of G 8620 (Thesti) and east of G 8622 (Mastaba of Shaft 756).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 760; S 761; S 762,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4246,Central Field (Hassan),G 8684,G       8684                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of G 8400 (Lepsius 100), north of Queen Khentkaus pyramid workshops, east of G 8682 (Khent) and west of G 8690 (Mastaba of Shaft 1104) which is west of G 8697 (Khenu (2)). Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 1100; S 1101,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4247,Western Cemetery,S 4389,S       4389                    ,NULL,"Junker, Hermann. Gîza 5. Die Mastaba des Snb (Seneb) und die umliegenden Gräber. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 71, Abhandlung 2. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1941. p. 183, fig. 56, plan after p. 213.
,,",NULL,"Single shaft is on east side of Demeg's chapel and south of S 4425.,,",NULL,NULL,"S 4389,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
4248,Central Field (Hassan),G 8690,G       8690                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, R-14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7, drawn but not labeled.
,,",NULL,"Mastaba built east of G 8400 (Lepsius 100), north of Queen Khentkaus pyramid workshops, east of G 8684 (Mastaba of Shaft 1100) and one mastaba west of G 8696 (Mastaba Shaft 1107) which is west of G 8697 (Khenu (2)).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 1104; S 1105; S 1106,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4249,Central Field (Hassan),G 8770,G       8770                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, Q-10/11.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, C-7, drawn but not labeled.
,,",NULL,"Mastaba built west of G 8774 (Mastaba of Shaft 1028) which is west of G 8785 (Nary) and east of G 8432 (Mastaba of No. 26) and northeast of G 8424 (Suf).  Excavated in 1933-1934 by Hassan.,,",NULL,NULL,"S 1035; S 1036; S 1037; S 1135; S 1200; serdab; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4250,Central Field (Hassan),G 8742,G       8742                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, R-11/12.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 21, D-7, drawn but not labeled.
,,",NULL,"Rock-cut mastaba in scarp north of G 8720 (Kai (1)), west of G 8740 (Nisutpunetjer) and east of G 8744 (Rock Cut Tomb S 951).  Excavated 1933-1934 by Hassan.,,",NULL,NULL,"S 950,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
4251,Central Field (Hassan),G 8744,G       8744                    ,NULL,"Hassan, Giza 9, folded plan, R-11/12.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 21, D-7, drawn but not labeled.
,,",NULL,"Rock-cut mastaba in scarp northwest of G 8720 (Kai (1)), west of G 8742 (Rock Cut Tomb S 950) and east of G 8745 (Rock Cut Tomb S 953).  Excavated 1933-1934 by Hassan.,,",NULL,NULL,"S 951; S 952,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
4252,Central Field (Hassan),G 8745,G       8745                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, R-11/12.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 21, D-7, drawn but not labeled.
,,",NULL,"Rock-cut mastaba in scarp northwest of G 8720 (Kai (1)), west of G 8744 (Rock Cut Tomb S 951) and east of G 8746 (Nefernemtut).  Excavated 1933-1934 by Hassan.,,",NULL,NULL,"S 953; S 954,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
4253,Central Field (Hassan),G 8721,G       8721                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, S-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-8, drawn but not labeled.
,,",NULL,"Mastaba built south of G 8720 (Kai (1)), southwest of G 8732 (Mastaba D), east of G 8716 (Mastaba of Shaft 573) and northwest of G 8722 (Mastaba of Shaft 667).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 570; S 672; S 673; S 674; S 697; S 726,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4254,Central Field (Hassan),G 8718,G       8718                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, R/S-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-7/8, drawn but not labeled.
,,",NULL,"Mastaba built south of G 8720 (Kai (1)) and west of G 8716 (Mastaba of Shaft 573).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 571; S 572; S 670; S 693,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4255,Central Field (Hassan),G 8722,G       8722                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, S-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-8, drawn but not labeled.
,,",NULL,"Mastaba built south of G 8720 (Kai (1)), southwest of G 8732 (Mastaba D) and southeast of G 8721 (Mastaba of Shaft 570).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 667; S 668,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,"West of G 8721" corrected to read "southeast of G 8721."
4256,Central Field (Hassan),G 8880,G       8880                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, T-13/14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-8, not drawn nor not labeled.
,,",NULL,"Mastaba mostly destroyed est of G 8860 (Washptah (1)) and southeast of G 8862 (Dersemat).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 543; S 544; S 779; S 780,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4257,Central Field (Hassan),G 8734,G       8734                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, S-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, E-8, not drawn nor not labeled.
,,",NULL,"Mastaba built against in area east of G 8732 (Mastaba D), west of G 8862 (Dersemat) and against north side of G 8733 (Khuta).  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 548; S 551,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
4258,Central Field (Hassan),G 8867,G       8867                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, T-12/13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 23, D/E-8, not drawn nor not labeled.
,,",NULL,"Mastaba built east side of G 8862 (Dersemat) at its north end.  Excavated in 1931-1932 by Hassan.,,",NULL,NULL,"S 529; S 536,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
