ID,Title,Notes,BoilerText,DisplayDate,YearPublished,Format,Language,NumOfPages,Journal,Series
714,"An Exceptional Family of Priests of the Early Fifth Dynasty at Giza",An Exceptional Family of Priests of the Early Fifth Dynasty at Giza,"Ogdon, Jorge Roberto. ""An Exceptional Family of Priests of the Early Fifth Dynasty at Giza."" <EM>Göttinger Miszellen</EM> 90 (1986), pp. 61-65.",NULL,1986,Journal Article,ENGLISH,10,Göttinger Miszellen,
715,"Can the Giza Pyramids be Dated Astronomically? IV. Some Lunar Dates from the 4th and 5th Dynasties",Can the Giza Pyramids be Dated Astronomically? IV. Some Lunar Dates from the 4th and 5th Dynasties,"O'Mara, Patrick F. ""Can the Giza Pyramids be Dated Astronomically? IV. Some Lunar Dates from the 4th and 5th Dynasties."" <EM>Discussions in Egyptology </EM>38 (1997), pp. 63-82.",NULL,1997,Journal Article,ENGLISH,24,Discussions in Egyptology,
716,"The Great Pyramid: Observatory, Tomb, and Temple","The Great Pyramid: Observatory, Tomb, and Temple","Proctor, Richard A. <EM>The Great Pyramid: Observatory, Tomb, and Temple</EM>. New York: R. Worthington, 1883.",NULL,1883,Book,ENGLISH,334,,
718,"""Bridges in Ancient Egypt with a Report on a Newly Excavated Bridge from the Old Kingdom, Giza""","Bridges in Ancient Egypt with a Report on a Newly Excavated Bridge from the Old Kingdom, Giza","Rostem, Osman R. ""Bridges in Ancient Egypt with a Report on a Newly Excavated Bridge from the Old Kingdom, Giza."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 48 (1948), pp. 159-162, pl. 1-3.",NULL,1948,Journal Article,ENGLISH,11,Annales du Service des Antiquités de l'Égypte,
723,"Königinnengrab und Pyramidenbezirk im Alten Reich",Koniginnengrab und Pyramidenbezirk im Alten Reich,"Stadelmann, Rainer. ""Königinnengrab und Pyramidenbezirk im Alten Reich."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 71 (1987), pp. 251-260.",NULL,1987,Journal Article,GERMAN,17,Annales du Service des Antiquités de l'Égypte,
724,"Die Ausgrabung des Totentempels der Chephrenpyramide durch die Sieglin-Expedition 1909",Die Ausgrabung des Totentempels der Chephrenpyramide durch die Sieglin-Expedition 1909,"Steindorff, Georg. ""Die Ausgrabung des Totentempels der Chephrenpyramide durch die Sieglin-Expedition 1909.""<EM> Zeitschrift für Ägyptische Sprache und Altertumskunde</EM> 46 (1909), pp. 1-12.",NULL,1909,Journal Article,GERMAN,14,Zeitschrift für Ägyptische Sprache und Altertumskunde,
725,"A Reason for the Corbelled Roof in Dynasty III and IV Pyramids",A Reason for the Corbelled Roof in Dynasty III and IV Pyramids,"Swelim, Nabil. ""A Reason for the Corbelled Roof in Dynasty III and IV Pyramids."" <EM>Journal of the Society for the Study of Egyptian Antiquities</EM> 14, no. 1 (1984), pp. 6-12.",NULL,1984,Journal Article,ENGLISH,14,Journal of the Society for the Study of Egyptian Antiquities,
727,"Der Grabherr und seine Frau: Zur Ikonographie der Status- und Machtverhältnisse in den Privatgräbern des Alten Reiches",Der Grabherr und seine Frau: Zur Ikonographie der Status- und Machtverhaltnisse in den Privatgrabern des Alten Reiches,"Vasiljevic, Vera. ""Der Grabherr und seine Frau: Zur Ikonographie der Status- und Machtverhältnisse in den Privatgräbern des Alten Reiches."" <EM>Studien zur Altägyptischen Kultur</EM> 36 (2007), pp. 333-345.",NULL,2007,Journal Article,GERMAN,18,Studien zur Altägyptischen Kultur,
728,"Excavation",Excavation,"Wheeler, Noel F. ""Excavation."" <EM>Antiquity</EM> 4 (1930), pp. 173-178.",NULL,1930,Journal Article,ENGLISH,8,Antiquity,
729,"Pyramids and their Purpose",Pyramids and their Purpose,"Wheeler, Noel F. ""Pyramids and their Purpose"" <EM>Antiquity </EM>9 (March 1935), pp. 5-21, pl. 4-6.",NULL,1935,Journal Article,ENGLISH,30,Antiquity,
730,"Pyramids and their Purpose II. The Pyramid of Khufu (The Great Pyramid)",Pyramids and their Purpose II. The Pyramid of Khufu (The Great Pyramid),"Wheeler, Noel F. ""Pyramids and their Purpose II. The Pyramid of Khufu (The Great Pyramid)."" <EM>Antiquity</EM> 9 (June 1935), pp. 161-188.",NULL,1935,Journal Article,ENGLISH,32,Antiquity,
731,"Pyramids and their Purpose III. Pyramid Mysticism and Mystification",Pyramids and their Purpose III. Pyramid Mysticism and Mystification,"Wheeler, Noel F. ""Pyramids and their Purpose III. Pyramid Mysticism and Mystification."" <EM>Antiquity </EM>9 (September 1935), pp. 292-304.",NULL,1935,Journal Article,ENGLISH,15,Antiquity,
732,Giza au Deuxième Millénaire,Giza au Deuxieme Millenaire,"Zivie, Christiane M. <EM>Giza au Deuxième Millénaire</EM>. Cairo: Institut Français d'Archéologie Orientale du Caire, 1976.",NULL,1976,Book,FRENCH,393,,Bibliothèque d'Étude
733,Die Mastabas westlich der Cheopspyramide,Die Mastabas westlich der Cheopspyramide 1,"Steindorff, Georg &amp; Uvo Hölscher. <I>Die Mastabas westlich der Cheopspyramide nach den Ergebnissen der in Jahren 1903-1907 im Auftrag der Universität Leipzig und des Hildesheimer Pelizaeus-Museums unternommenen Grabungen in Giza, Teil 1: Text</I>. Herausgegeben und bearbeitet von Alfred Grimm. Münchener Ägyptologische Untersuchungen 2. Frankfurt am Main: Peter Lang, 1991.",1991,1991,Book,GERMAN,121,NULL,Münchener Ägyptologische Untersuchungen
734,Die Mastabas westlich der Cheopspyramide,Die Mastabas westlich der Cheopspyramide 2,"Steindorff, Georg &amp; Uvo Hölscher. <I>Die Mastabas westlich der Cheopspyramide nach den Ergebnissen der in Jahren 1903-1907 im Auftrag der Universität Leipzig und des Hildesheimer Pelizaeus-Museums unternommenen Grabungen in Giza, Teil 2: Tafeln</I>. Herausgegeben und bearbeitet von Alfred Grimm. Münchener Ägyptologische Untersuchungen 2. Frankfurt am Main: Peter Lang, 1991.",1991,1991,Book,GERMAN,46,NULL,Münchener Ägyptologische Untersuchungen
867,"Die Stele des Hofarztes 'Irj",Die Stele des Hofarztes 'Irj,"Junker, Hermann. ""Die Stele des Hofarztes 'Irj."" <EM>Zeitschrift für Ägyptische Sprache und Altertumskunde</EM> 63 (1927), pp. 53-70.",NULL,1927,Journal Article,GERMAN,20,Zeitschrift für Ägyptische Sprache und Altertumskunde,
868,The Tomb of Khafraankh,The Tomb of Khafraankh,"Kormysheva, Eleonora, Svetlana Malykh, and Sergey Vetokhov. <EM>The Tomb of Khafraankh</EM>. Giza Eastern Necropolis I<EM>.</EM>&nbsp;Moscow: Institute of Oriental Studies, 2010.",NULL,2010,Book,ENGLISH,312,,Giza Eastern Necropolis
869,"The Colossal Statue of Mycerinus Reconsidered",The Colossal Statue of Mycerinus Reconsidered,"Lacovara, Peter, and C. Nicholas Reeves. ""The Colossal Statue of Mycerinus Reconsidered."" <EM>Revue d'Égyptologie</EM> 38 (1987), pp. 111-115, pl. 3-4.",NULL,1987,Journal Article,ENGLISH,8,Revue d'Égyptologie,
874,"A Spatial Metaphor for Chronology in the Secondary Cemeteries at Giza",A Spatial Metaphor for Chronology in the Secondary Cemeteries at Giza,"<FONT face=TimesNewRomanPSMT>
<P>Farouk, May. ""A Spatial Metaphor for Chronology in the Secondary Cemeteries at Giza."" In Nigel and Helen Strudwick, eds. <I>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 71-76, pl. 1-6.</P></FONT>",NULL,2011,Article,ENGLISH,19,,
875,"The Decorative Programmes of the Pyramid Complexes of Khufu and Khafre at Giza",The Decorative Programmes of the Pyramid Complexes of Khufu and Khafre at Giza,"<FONT face=TimesNewRomanPSMT>
<P>Flentye, Laurel. ""The Decorative Programmes of the Pyramid Complexes of Khufu and Khafre at Giza."" In Nigel and Helen Strudwick, eds. <I>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC.</I> Oxford: Oxbow Books, 2011, pp. 77-92.</P></FONT>",NULL,2011,Article,ENGLISH,25,,
876,"Reading the Menkaure Triads: Part II (Multi-directionality)",Reading the Menkaure Triads: Part II (Multi-directionality),"<FONT face=TimesNewRomanPSMT>
<P>Friedman, Florence. ""Reading the Menkaure Triads: Part II (Multi-directionality)."" In Nigel and Helen Strudwick, eds.<I> Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 93-114.</FONT></P>",NULL,2011,Article,ENGLISH,31,,
877,The Complete Pyramids,The Complete Pyramids,"Lehner, Mark. <EM>The Complete Pyramids: Solving the Ancient Mysteries</EM>. London: Thames and Hudson, 1997.",NULL,1997,Book,ENGLISH,209,,
882,"À Propos de Quelques Reliefs du Nouvel Empire au Musée du Caire I. La Tombe de Ptahmay à Giza",A&nbsp;Propos de Quelques Reliefs du Nouvel Empire au Musee du Caire I. La Tombe de Ptahmay&nbsp;a Giza,"Zivie, Christiane M. ""À Propos de Quelques Reliefs du Nouvel Empire au Musée du Caire I. La Tombe de Ptahmay&nbsp;à Giza."" <EM>Bulletin de l'Institut Français d'Archéologie Orientale </EM>75 (1975), pp. 285-310, pl. LI-LVI.",NULL,1975,Journal Article,FRENCH,33,Bulletin de l'Institut Français d'Archéologie Orientale,
883,"The Mastabas of Duaenra (G 5110) and Khemetnu (G 5210) in the Western Cemetery at Giza: Family Relationships and Tomb Decoration in the Late Fourth Dynasty",The Mastabas of Duaenra (G 5110) and Khemetnu (G 5210) in the Western Cemetery at Giza: Family Relationships and Tomb Decoration in the Late Fourth Dynasty,"<FONT face=TimesNewRomanPSMT>
<P>Flentye, Laurel. ""The Mastabas of Duaenra (G 5110) and Khemetnu (G 5210) in the Western Cemetery at Giza: Family Relationships and Tomb Decoration in the Late Fourth Dynasty."" In Zahi Hawass, Peter Der Manuelian, and Ramadan B. Hussein, eds. <I>Perspectives on Ancient Egypt: Studies in Honor of Edward Brovarski</I>. Supplément aux Annales du Service des Antiquités de l'Égypte 40. Cairo: Imprimerie du Conseil Suprême des Antiquités, 2010, pp. 101-130.</P></FONT>",NULL,2010,Article,ENGLISH,36,,Supplément aux Annales du Service des Antiquités de l'Égypte
884,"The False Door of Hetepu from Giza",The False Door of Hetepu from Giza,"<FONT face=TimesNewRomanPSMT>
<P>Handoussa, Tohfa. ""The False Door of Hetepu from Giza."" In Zahi Hawass, Peter Der Manuelian, and Ramadan B. Hussein, eds. <I>Perspectives on Ancient Egypt: Studies in Honor of Edward Brovarski</I>. Supplément aux Annales du Service des Antiquités de l'Égypte 40. Cairo: Imprimerie du Conseil Suprême des Antiquités, 2010, pp. 137-152.</FONT></P>",NULL,2010,Article,ENGLISH,22,,Supplément aux Annales du Service des Antiquités de l'Égypte
885,"The Gizeh Pyramids",The Gizeh Pyramids,"Klemm, Dietrich, and Rosemarie Klemm. ""The Gizeh Pyramids."" <EM>The Stones of the Pyramids: Provenance of the Building Stones of the Old Kingdom Pyramids of Egypt</EM>. Berlin: Walter de Gruyter, 2010, pp. 69-101.",NULL,2010,Book,ENGLISH,40,,
886,"Le Temple Funéraire de Khéops à la Grande Pyramide de Guizeh",Le Temple Funeraire de Kheops&nbsp;a la Grande Pyramide de Guizeh,"Lauer, Jean-Philippe. ""Le Temple Funéraire de Khéops&nbsp;à la Grande Pyramide de Guizeh."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 46 (1947), pp. 245-259, pl. 68.",NULL,1947,Journal Article,FRENCH,17,Annales du Service des Antiquités de l'Égypte,
887,"Some Observations on the Layout of the Khufu and Khafre Pyramids",Some Observations on the Layout of the Khufu and Khafre Pyramids,"Lehner, Mark. ""Some Observations on the Layout of the Khufu and Khafre Pyramids."" <EM>Journal of the American Research Center in Egypt</EM> 20 (1983), pp. 7-25.",NULL,1983,Journal Article,ENGLISH,23,Journal of the American Research Center in Egypt,
888,"Re-examining the Khentkaues Town",Re-examining the Khentkaues Town,"<FONT face=TimesNewRomanPSMT>
<P>Lehner, Mark. ""Re-examining the Khentkaues Town."" In Nigel and Helen Strudwick, eds. <I>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 143-191.</P></FONT>",NULL,2011,Article,ENGLISH,58,,
889,"""Preliminary Report on Some Geological Specimens from the ""Chephren Diorite"" Quarries, Western Desert""","Preliminary Report on Some Geological Specimens from the ""Chephren Diorite"" Quarries, Western Desert","Little, O.H. ""Preliminary Report on Some Geological Specimens from the ""Chephren Diorite"" Quarries, Western Desert.""<EM> Annales du Service des Antiquités de l'Égypte</EM> 33 (1933), pp. 75-80.",NULL,1933,Journal Article,ENGLISH,6,Annales du Service des Antiquités de l'Égypte,
890,"""The Ceramic Import in Late Roman, Byzantine and Early Arabic Giza: On the External Contacts of the Memphite Area""","The Ceramic Import in Late Roman, Byzantine and Early Arabic Giza: On the External Contacts of the Memphite Area","Malykh, Svetlana. ""The Ceramic Import in Late Roman, Byzantine and Early Arabic Giza: On the External Contacts of the Memphite Area."" <EM>Cultural Heritage of Egypt and Christian Orient</EM> 4 (2007), pp. 45-60.",NULL,2007,Journal Article,ENGLISH,23,Cultural Heritage of Egypt and Christian Orient,
891,"The 'Reserve Heads': Some Remarks on Their Function and Meaning",The 'Reserve Heads': Some Remarks on Their Function and Meaning,"<FONT face=TimesNewRomanPSMT>
<P>Nuzzolo, Massimiliano. ""The 'Reserve Heads': Some Remarks on Their Function and Meaning."" In Nigel and Helen Strudwick, eds. <I>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 200-215, pl. 7.</P></FONT>",NULL,2011,Article,ENGLISH,26,,
892,"Aechtungstexte aus dem Alten Reich (II)",Achtungstexte aus dem Alten Reich (II),"Osing, Jürgen. ""Ächtungstexte aus dem Alten Reich (II)."" <EM>Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo</EM> 32 (1976), pp. 133-185, pl. 40-51.",NULL,1976,Journal Article,GERMAN,66,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
893,Bemerkungen zur Ägyptischen Baukunst des Alten Reichs II,Bemerkungen zur agyptischen Baukunst des Alten Reichs II,"Ricke, Herbert. <EM>Bemerkungen zur Ägyptischen Baukunst des Alten Reichs II</EM>. Beiträge zur Ägyptischen Bauforschung und Altertumskunde 5. Cairo: Institut für Ägytpsiche Bauforschung und Altertumskunde, 1950.",NULL,1950,Book,GERMAN,180,,Beiträge zur Ägyptischen Bauforschung und Altertumskunde
894,Der Harmachistempel des Chefren in Giseh,Der Harmachistempel des Chefren in Giseh,"Ricke, Herbert. <EM>Der Harmachistempel des Chefren in Giseh</EM>. Beiträge zur Ägyptischen Bauforschung und Altertumskunde 10. Wiesbaden: Franz Steiner Verlag, 1970.",NULL,1970,Book,GERMAN,78,,Beiträge zur Ägyptischen Bauforschung und Altertumskunde
895,"Twisted Kilts: Variations in Aspective Representation in Old Kingdom Mastaba Chapels",Twisted Kilts: Variations in Aspective Representation in Old Kingdom Mastaba Chapels,"<FONT face=Calibri>
<P>Roth, Ann Macy. ""Twisted Kilts: Variations in Aspective Representation in Old Kingdom Mastaba Chapels."" In Nigel and Helen Strudwick, eds. <EM>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</EM>. Oxford: Oxbow Books, 2011, pp. 234-243.</P></FONT>",NULL,2011,Article,ENGLISH,19,,
896,"And Where Are the Viscera...? Reassessing the Function of Old Kingdom Canopic Recesses and Pits",And Where Are the Viscera...? Reassessing the Function of Old Kingdom Canopic Recesses and Pits,"Rzeuska, Teodozja I. ""And Where Are the Viscera...? Reassessing the Function of Old Kingdom Canopic Recesses and Pits."" In Nigel and Helen Strudwick, eds. <EM>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC. </EM>Oxford: Oxbow Books, 2011, pp. 244-255, pls. 12-13.",NULL,2011,Article,ENGLISH,22,,
897,Bemerkungen zum Ägyptischen Pyramidenkult,Bemerkungen zum Agyptischen Pyramidenkult,"Schott, Siegfried. <EM>Bemerkungen zum Ägyptischen Pyramidenkult</EM>. Beiträge zur Ägyptischen Bauforschung und Altertumskunde 5. Cairo: Institut für Ägytpsiche Bauforschung und Altertumskunde, 1950.",NULL,1950,Book,GERMAN,140,,Beiträge zur Ägyptischen Bauforschung und Altertumskunde
898,Ägyptische Quellen zum Plan des Sphinxtempels,Agyptische Quellen zum Plan des Sphinxtempels,"Schott, Siegfried. <EM>Ägyptische Quellen zum Plan des Sphinxtempels</EM>. Beiträge zur Ägyptischen Bauforschung und Altertumskunde 10. Wiesbaden: Franz Steiner Verlag, 1970.",NULL,1970,Book,GERMAN,37,,Beiträge zur Ägyptischen Bauforschung und Altertumskunde
899,"Fixed Rules or Personal Choice? On the Composition and Arrangement of Daily Life Scenes in Old Kingdom Elite Tombs",Fixed Rules or Personal Choice? On the Composition and Arrangement of Daily Life Scenes in Old Kingdom Elite Tombs,"<FONT face=TimesNewRomanPSMT>
<P>Staring, Nico. ""Fixed Rules or Personal Choice? On the Composition and Arrangement of Daily Life Scenes in Old Kingdom Elite Tombs."" In Nigel and Helen Strudwick, eds.<I> Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 256-269.</FONT></P>",NULL,2011,Article,ENGLISH,23,,
900,"""Village, Town and Barracks: A Fourth Dynasty Settlement at Heit el-Ghurab, Giza""","Village, Town and Barracks: A Fourth Dynasty Settlement at Heit el-Ghurab, Giza","<FONT face=Calibri>
<P>Tavares, Ana. ""Village, Town and Barracks: A Fourth Dynasty Settlement at Heit el-Ghurab, Giza."" In Nigel and Helen Strudwick, eds. <EM>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</EM>. Oxford: Oxbow Books, 2011, pp. 270-277, pl. 14.</P></FONT>",NULL,2011,Article,ENGLISH,18,,
901,"Astronomical Investigation Concerning the So-Called Air-Shafts of Cheops' Pyramd",Astronomical Investigation Concerning the So-Called Air-Shafts of Cheops' Pyramd,"Trimble, Virginia. ""Astronomical Investigation Concerning the So-Called Air-Shafts of Cheops' Pyramd.""<EM> Mitteilungen des Instituts für Orientforschung</EM> 10 (1964), pp. 183-187.",NULL,1964,Journal Article,ENGLISH,6,Mitteilungen des Instituts für Orientforschung,
902,"La Grande Stèle d'Aménophis II à Giza",La Grande Stele d'Amenophis II&nbsp;a Giza,"Varille, Alexandre. ""La Grande Stèle d'Aménophis II&nbsp;à Giza."" <EM>Bulletin de l'Institut Français d'Archéologie Orientale</EM> 41 (1942), pp. 31-38, pl. 41.",NULL,1942,Journal Article,FRENCH,10,Bulletin de l'Institut Français d'Archéologie Orientale,
903,"The Artist of the Egyptian Old Kingdom",The Artist of the Egyptian Old Kingdom,"Wilson, John A. ""The Artist of the Egyptian Old Kingdom."" <EM>Journal of Near Eastern Studies</EM> 6 no. 4 (October 1947), pp. 231-249.",NULL,1947,Journal Article,ENGLISH,19,Journal of Near Eastern Studies,
904,"The Ancient Egypt Research Associates Settlement Site at Giza: The Old Kingdom Ceramic Distribution",The Ancient Egypt Research Associates Settlement Site at Giza: The Old Kingdom Ceramic Distribution,"<FONT face=TimesNewRomanPSMT>
<P>Wodzinska, Anna. ""The Ancient Egypt Research Associates Settlement Site at Giza: The Old Kingdom Ceramic Distribution."" In Nigel and Helen Strudwick, eds. <I>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</I>. Oxford: Oxbow Books, 2011, pp. 304-313, pl. 14.</P></FONT>",NULL,2011,Article,ENGLISH,20,,
905,"zSS wAD Scenes of the Old Kingdom Revisited",Zss wad Scenes of the Old Kingdom Revisited,"<FONT face=Calibri>
<P>Woods, Alexandra. ""zSS wAD Scenes of the Old Kingdom Revisited."" In Nigel and Helen Strudwick, eds. <EM>Old Kingdom, New Perspectives: Egyptian Art and Archaeology, 2750-2150 BC</EM>. Oxford: Oxbow Books, 2011, pp. 314-319.</P></FONT>",NULL,2011,Article,ENGLISH,15,,
906,"Y a-t-il un canal sous la grande pyramide?",Y a-t-il un canal sous la grande pyramide?,"Zaki (Pasha), Ahmad. ""Y a-t-il un canal sous la grande pyramide?"" <EM>Bulletin de l'Institut d'Égypte</EM> 6 (1924), pp. 85-91.",NULL,1924,Journal Article,FRENCH,8,Bulletin de l'Institut d'Égypte,
912,The Royal Ship of Cheops,The Royal Ship of Cheops,"Lipke, Paul. <EM>The Royal Ship of Cheops</EM>. National Maritime Museum, Greenwich, Archaeological Series No. 9. British Archaeological Reports 225. Oxford: B.A.R., 1984.",NULL,1984,Book,ENGLISH,154,,British Archaeological Reports International Series
913,"Re'wer's Accident",Re'wer's Accident,"Allen, James P. ""Re'wer's Accident."" In Lloyd, Alan B., ed. <EM>Studies in Pharaonic Religion and Society in Honour of J. Gwyn Griffiths</EM>. London: The Egypt Exploration Society, 1992, pp. 14-20.",NULL,1992,Article,ENGLISH,8,,Egypt Exploration Society Occasional Publications
914,"The University Museum in Egypt",The University Museum in Egypt,"O'Connor, David, and David Silverman. ""The University Museum in Egypt."" <EM>Expedition</EM> 21 no. 2 (Winter 1979), pp. 4-63.",NULL,1979,Magazine,ENGLISH,67,Expedition: The University Museum Magazine of Archaeology/Anthropology University of Pennsylvania,
916,The Solution of the Pyramid Problem,The Solution of the Pyramid Problem,"Ballard, Robert. <EM>The Solution of the Pyramid Problem or, Pyramid Discoveries</EM>. New York: John Wiley &amp; Sons, 1882.",NULL,1882,Book,ENGLISH,116,,
919,"Some Notes on the Reliefs of Jj-nfr.t (Karlsruhe)",Some Notes on the Reliefs of Jj-nfr.t (Karlsruhe),"Bolshakov, Andrey O. ""Some Notes on the Reliefs of Jj-nfr.t (Karlsruhe)."" <EM>Göttinger Miszellen</EM> 115 (1990), pp. 15-27.",NULL,1990,Journal Article,ENGLISH,16,Göttinger Miszellen,
920,"Inschriften des Alten Reichs V. Zur Frage der Eigentümerin des Galarzagrabes",Inschriften des Alten Reichs V. Zur Frage der Eigentumerin des Galarzagrabes,"Edel, Elmar. ""Inschriften des Alten Reichs V. Zur Frage der Eigentümerin des Galarzagrabes."" <EM>Mitteilungen des Instituts für Orientforschung</EM> 2 (1954), pp. 183-188.",NULL,1954,Journal Article,GERMAN,7,Mitteilungen des Instituts für Orientforschung,
923,"A Unique Composite Hieroglyph",A Unique Composite Hieroglyph,"Fischer, Henry George. ""A Unique Composite Hieroglyph."" <EM>Journal of the American Research Center in Egypt</EM> 38 (2001), pp. 1-6.",NULL,2001,Journal Article,ENGLISH,9,Journal of the American Research Center in Egypt,
924,"Ein Verehrer des Weisen DdfHr aus dem Späten Alten Reich",Ein Verehrer des Weisen DdfHr aus dem Spaten Alten Reich,"Goedicke, Hans. ""Ein Verehrer des Weisen DdfHr aus dem Späten Alten Reich.""<EM> Annales du Service des Antiquités de l'Égypte</EM> 55 (1958), pp. 35-55, pl. 1.",NULL,1958,Journal Article,GERMAN,23,Annales du Service des Antiquités de l'Égypte,
925,"Les Rangs d'Assises de la Grande Pyramide",Les Rangs d'Assises de la Grande Pyramide,"Goyon, Georges. ""Les Rangs d'Assises de la Grande Pyramide."" <EM>Bulletin de l'Institut Français d'Archéologie Orientale</EM> 78 (1978), pp. 405-413.",NULL,1978,Journal Article,FRENCH,16,Bulletin de l'Institut Français d'Archéologie Orientale,
926,The Queens of the Fourth Dynasty,The Queens of the Fourth Dynasty,"Hassan, Ali. <EM>The Queens of the Fourth Dynasty</EM>. Egypt: S.C.A. Press, 1997.",NULL,1997,Book,ENGLISH,77,,
927,"The Egyptian Monuments: Problems and Solutions",The Egyptian Monuments: Problems and Solutions,"Hawass, Zahi. ""The Egyptian Monuments: Problems and Solutions."" <EM>International Journal of Cultural Property</EM> 1/4 (1995), pp. 105-117.",NULL,1995,Journal Article,ENGLISH,20,International Journal of Cultural Property,
929,"A Ground Plan at Giza",A Ground Plan at Giza,"Legon, John A.R. ""A Ground Plan at Giza."" <EM>Discussions in Egyptology</EM> 10 (1988), pp 33-40.",NULL,1988,Journal Article,ENGLISH,12,Discussions in Egyptology,
934,"""Report on the Activity of the Russian Archaeological Mission at Giza, Tomb G 7948 and the Adjacent Area, Eastern Field, during the Season 2000""","Report on the Activity of the Russian Archaeological Mission at Giza, Tomb G 7948 and the Adjacent Area, Eastern Field, during the Season 2000","Kormysheva, Eleonora. ""Report on the Activity of the Russian Archaeological Mission at Giza, Tomb G 7948 and the Adjacent Area, Eastern Field, during the Season 2000."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 77 (2003), pp. 91-139.",NULL,2003,Journal Article,ENGLISH,58,Annales du Service des Antiquités de l'Égypte,
935,"The Giza Ground Plan and Sphinx",The Giza Ground Plan and Sphinx,"Legon, John A.R. ""The Giza Ground Plan and Sphinx."" <EM>Discussions in Egyptology</EM> 14 (1989), pp 53-60.",NULL,1989,Journal Article,ENGLISH,12,Discussions in Egyptology,
936,"The Geometry of the Great Pyramid",The Geometry of the Great Pyramid,"Legon, John A.R. ""The Geometry of the Great Pyramid."" <EM>Göttinger Miszellen</EM> 108 (1989), pp. 57-64.",NULL,1989,Journal Article,ENGLISH,12,Göttinger Miszellen,
942,"Location of the Old Kingdom Pyramids in Egypt",Location of the Old Kingdom Pyramids in Egypt,"Bárta, Miroslav. ""Location of the Old Kingdom Pyramids in Egypt."" <EM>Cambridge Archaeological Journal</EM> 15:2 (2005), pp. 177-191.",NULL,2005,Journal Article,ENGLISH,15,Cambridge Journal of Archaeology,
943,"Architectural Innovations in the Development of the Non-Royal Tomb During the Reign of Nyuserra",Architectural Innovations in the Development of the Non-Royal Tomb During the Reign of Nyuserra,"Bárta, Miroslav. ""Architectural Innovations in the Development of the Non-Royal Tomb During the Reign of Nyuserra."" In Jánosi, Peter, ed. <EM>Structure and Significance:</EM> <EM>Thoughts on Ancient Egyptian Architecture</EM>. Vienna: Verlag der Österreichischen Akademie der Wissenschaften, 2005, pp. 105-130.",NULL,2005,Article,ENGLISH,34,,Österreichische Akademie der Wissenschaften Denkschriften der Gesamtakademie
944,"A Master-Plan for the Three Pyramids of Giza Based on the Configuration of the Three Stars of the Belt of Orion",A Master-Plan for the Three Pyramids of Giza Based on the Configuration of the Three Stars of the Belt of Orion,"Bauval, Robert G. ""A Master-Plan for the Three Pyramids of Giza Based on the Configuration of the Three Stars of the Belt of Orion."" <EM>Discussions in Egyptology</EM> 13 (1989), pp. 7-18.",NULL,1989,Journal Article,ENGLISH,16,Discussions in Egyptology,
945,"The Ideology of the Old Kingdom Portrait",The Ideology of the Old Kingdom Portrait,"Bolshakov, Andrey O. ""The Ideology of the Old Kingdom Portrait."" <EM>Göttinger Miszellen</EM> 177 (1990), pp. 89-142.",NULL,1990,Journal Article,ENGLISH,57,Göttinger Miszellen,
948,"Royal Portraiture and "Horus Name"",Royal Portraiture and "Horus Name","Bolshakov, Andrey O. ""Royal Portraiture and ""Horus Name""."" In Ziegler, Christiane, ed. <EM>L'art de l'Ancien Empire Égyptien</EM>. Paris: Musee de Louvre, 1999, pp. 311-332.",NULL,1999,Article,ENGLISH,28,,
949,The Great Pyramid of Giza,<P>The Great Pyramid of Giza</P>,"Bonwick, James. <EM>The Great Pyramid of Giza: History and Speculation</EM>. Mineola, New York: Dover Publications, Inc., 2002 [reprint].",NULL,2002,Book,ENGLISH,233,,
953,"An Early Dynastic Cemetery at Kafr Ghattati",An Early Dynastic Cemetery at Kafr Ghattati,"Engles, Drew R. ""An Early Dynastic Cemetery at Kafr Ghattati."" <EM>Journal of the American Research Center in Egypt</EM> 27 (1990), pp. 71-87.",NULL,1990,Journal Article,ENGLISH,17,Journal of the American Research Center in Egypt,
