ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
604,2365,3,Individual - Ancient,Mehi (in G 2378),NULL,"Son ([sA=f] his son) of Senedjemib Mehi (owner of G 2378). Appears in chapel relief, antechamber (= room II, north wall, standing between his father and mother); in situ in G 2378.",Mehi,https://nrs.harvard.edu,urn-3:FHCL:37791953?width=170&height=170,459779389
604,2427,3,Individual - Ancient,Kaemankh (G 4561),NULL,"Owner of G 4561. Architectural elements, including large scale inscription (frieze-text) on north and south faces of chapel, chapel entrance lintel, drum lintel, and door jambs, and architrave (standing figures of Kaemankh separated by panels of vertical inscription) over chapel recess, inscribed for Kaemankh; in situ in G 4561. False door on west wall of chapel recess inscribed for Kaemankh and appears on false door on west wall of chapel corridor inscribed for his wife Tjeset; in situ in G 4651. Also appears in chapel relief (north and south walls of chapel recess; west wall of chapel corridor); in situ in G 4561. Identified variously as [rx nswt sHD jrjw-xt pr-HD sHD Hmw-nTr Hrj-sStA n xtmt nswt wab nswt sS pr-HD sHD pr-HD] royal acquaintance, inspector of administrators of the treasury, inspector of priests, secretary of the king's treasure, royal wab-priest, scribe of the treasury, inspector of the treasury.",Kaemankh,https://nrs.harvard.edu,urn-3:FHCL:41107097?width=170&height=170,474940328
604,2969,2,Publisher,Egypt Exploration Society,NULL,NULL,Egypt Exploration Society,NULL,NULL,NULL
604,4655,1,Author,Alexandra Woods,NULL,"Associate lecturer in the Department of Ancient History, Faculty of Arts, Macquarie University.","Woods, Alexandra",NULL,NULL,NULL
604,4656,3,Individual - Ancient,Iynefret,NULL,"Owner of lost tomb, probably from Menkaure Cemetery.  Chapel now in Karlsruhe Museum (H. 532).  Identified as [sAb sHD sSw jmj-r n nTrj-mnkAwra sS n xtmt nt Hwt mnkAwra Hrj-sStA n nTrj-mnkAwra sHD wabw] juridicial inspector of scribes, overseer of the pyramid of Menkaure, scribe of the treasure of the estate ‘Mansion of Menkaure', secretary of the pyramid of Menkaure, inspector of wab-priests.",Iynefret,NULL,NULL,NULL
605,464,1,Author,Georg Steindorff,"German, 1861–1951","Egyptologist and Copticist.  Nationality and life dates from Who was Who in Egyptology.  (1861-1951)  German Egyptologist and Copticist; he was born in Dessau, 12 Nov. 1861, son of Ludwig S. and Helen S.; he was educated at the Universities of Berlin and Gottingen, and was Erman's (q.v.) first student; Ph.D. Gott., 1884; afterwards appointed assistant in Berlin Museum, 1885-93; Professor of Egyptology at Leipzig, 1893 until 1938, where he founded the Egyptian Institute and filled it with objects from his excavations in Egypt and Nubia; Steindorff made a special study of Coptic and was with Crum (q.v.) the leading authority in the world during his lifetime; he was also interested in art and published books and articles on this subject as well as on Egyptian religion; he explored the Libyan Desert, 1899-1900; excavated at Giza, 1909-1 1, and in Nubia, 1912- 14 and 1930-1; he edited the ZAS for 40 years and contributed many articles to it; his studies in Coptic were of the utmost importance and his Coptic Grammar still remains a standard work of reference and perhaps the most popular ever written in this field; in philology as a whole he was in the first rank and established the rules which are gener- ally accepted for the vocalization of Egyptian; in 1939 he was forced to emigrate to America when the Nazis were in power in Germany, and started another career there at the age of nearly eighty; he continued his studies in the museums of New York, Boston, and Baltimore and the Oriental Institute of Chicago; Hon. MemberofAmerican Oriental Soc.; at Baltimore he compiled a 12-vol. MSS Catalogue of Egyptian antiquities in the Walters Art Gallery, which formed the basis for a later pub. work; both his 70th and 80th birthdays were the subject of tributes, see below; his published works are very numerous and his bibl. lists about 250 books, articles, and reviews, the first of which appeared in 1883, the last in the year of his death nearly 70 years later; Sassanidische Siegelsteine, with P. Horn, 1891; Koptische Grammatik mit Chrestomathie, Worterverzeichnis und Literatur, 1894, rev. ed. 1904; Grabfunde des Mittleren Reiches in den Koniglichen Museen zu Berlin. I. Das Grab des Mentuhotep, 1896; Die Apokalypse des Elias, eine unbekannte Apokalypse und Bruchstücke der Sophonias-Apokalypse. Koptische Text, Ubersetzung, Glossar, 1899; Die Blütezeit des Pharaonenreiches, 1900, rev. ed. 1926; Grabfunde des Mitt, Reiches in den Koniglichen Mus, zu Berlin, II. Der Sarg des Sebk-o. Ein Grabfund aus Gebelên, 1901; Durch die Libysche Wüste zur Amonoase, 1904; The Religion of the Ancient Egyptians, 1905; Koptische Rechtsurkunden des Achten Jahrhunderts aus Djëme, Theben, with W. E. Crum, 1912; Das Grab des Ti. Veroffentlichungen der Ernst von Sieglin Expedition in Agypten, vol. 2, 1913; Aegyten in Vergangenheit und Gegenwart, 1915; Kurzer Abriss der Koptischen Grammatik mit Lesestücken und W?rterveyzeichnis, 1921;Die Kunst derAegypter. Bauten,Plaslik, Kunstgewerbe, 1928; Aniba, 1. Band with R. Heidenreich, F. Kretschmar, A. Langsdorff, and W. Wolf, 11. Band with M. Marcks, H. Schleif, and W. Wolf, 1935-7; Die Thebanische Graberwelt, with W. Wolf, 1936; When Egypt Ruled the East, with K. C. Seele, 1942; Egypt, text of Hoyningen-Huene, 1943; Catalogue of the Egyptian Sculpture in the Walters Art Gallery, 1946; Lehrbuch der Koptischen Grammatik, 1951; while in America he also wrote a Coptic-Egyptian Etymological Dictionary; The Origin of the Coptic Language and Literature: Prolegomena to the Coptic Grammar; The Proverbs of Solomon in Akhmimic Coptic according to a Papyrus in the State Library in Berlin, with a Coptic-Greek Glossary compiled by Carl Schmidt, he also edited many editions of Baedeker's Egypt, making it a standard work for all travellers and the best general guide available; he died in Hollywood, California, 28 Aug. 1951.  AEB 28, 29; Bulletin Issued by. the Egyptian Educ. Bureau, London, n(. 58, Sept. 1951. 25 (anon);Chron. D'Eg.27 (I952), 391;JA0S 61 (1941), 288-9, Eightieth Anniversary. of Prof.Steindorff,J.H Breasted Jnr.;66.(1946), 76-87, The Writings of Georg Steindroff , J.H.Breasted Jnr.; 67 (1947) , 141-2,326-7; JEA 38 (1952), 2; Kürschner Corr .; The Times , 30 Aug. 1951; ZAS67 (1931), 1, Seventieth Birthday Tribute; ZAS79 (1954) , V-VI (portr.)(S.Morenz); E. Blumenthal,Altes ?gypten in Leipzig, 1918, 15-31  .","Steindorff, Georg",https://nrs.harvard.edu,urn-3:FHCL:38639532?width=170&height=170,462609175
605,4658,2,Publisher,Lord Baltimore Press,NULL,"Publisher in Baltimore, MD.",Lord Baltimore Press,NULL,NULL,NULL
606,4718,1,Author,Patrizia Piacentini,Italian,"Egyptologist at the University of Milan, Italy.","Piacentini, Patrizia",NULL,NULL,NULL
606,4719,2,Publisher,Cybele,NULL,Egypotlogical publishers,Cybele,NULL,NULL,NULL
607,70,3,Individual - Ancient,Henutsen (in G 5080),NULL,"Wife of Seshemnefer [II] (owner of G 5080); Appears in chapel relief, west wall (between false doors, seated with her husband at offering table), identified as [rxt nswt Hm-nTr HwtHr nbt nht] royal acquaintance, priestess of Hathor Mistress-of-the-Sycamore; in situ in G 5080.   Mother ([mwt=f] his mother) of Seshemnefer [III] (owner of G 5170). Appears in chapel relief, west wall (panel of relief south of south false door), identified as [rxt nswt Hm-nTr Nt wptt wAwt Hm-nTr HwtHr swt=s nb] royal acquaintance, priestess of Neith Opener-of-the-Ways and of Hathor in all her places; chapel (Tübingen 3) found in situ in G 5170.  ",Henutsen,https://nrs.harvard.edu,urn-3:FHCL:37792147?width=170&height=170,459779599
607,248,3,Individual - Ancient,Meretites (in G 2197),NULL,"Wife ([Hmt=f] his wife) of Penmeru (owner of G 2197). Testamentary decree of Penmeru (south wall of niche) provides for offerings to be made for Meretites, identified as [rxt nswt] royal acquaintance; in situ in G 2197. Limestone pseudo-group statue (MFA 12.1484) depicting two figures of Penmeru, his wife Meretites, his son Seshemnefer, and his daughter Neferseshemes; Meretites identified as [mjtrt] mitret; found in situ in G 2197 serdab.",Meretites,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\PDM\,PDM_IMG03203.jpg,NULL
607,278,3,Individual - Ancient,Neferhetep (in G 2197),NULL,"Mentioned (without family relationship, if any, indicated) in testamentary decree in tomb of Penmeru (owner of G 2197), south wall of niche, identified as [sn-Dt Hm-kA] brother of the funerary estate, ka-priest; in situ in G 2197.",Neferhetep,https://nrs.harvard.edu,urn-3:FHCL:37900756?width=170&height=170,460180507
607,313,3,Individual - Ancient,Nikauhathor (G 8504),NULL,NULL,Nikauhathor,NULL,NULL,NULL
607,463,1,Individual - Modern,Clarence Stanley Fisher,"American, 1876–1941",Archaeologist and architect.  Nationality and life dates from Who was Who in Egyptology.,"Fisher, Clarence Stanley",https://nrs.harvard.edu,urn-3:FHCL:37792537?width=170&height=170,459780154
607,562,3,Individual - Ancient,Seshemnefer [III] (G 5170),NULL,"Owner of G 5170. North and south false doors inscribed for Seshemnefer; also appears in chapel relief (west, south, east walls); identified as [sA nswt n Xt=f tAjtj sAb Tatj] king's son of his body, chief justice and vizier; chapel (Tübingen 3) found in situ in G 5170.  Son ([sA=f] his son) of Seshemnefer [II] (owner of G 5080) and Henutsen. Appears in chapel relief, west wall (between false doors, kneeling beneath chair, figure on right), south wall (upper register of three registers fully preserved, figure on left), and east wall (depicted as young boy standing in front of his father), identified as [jmj-r sSw a nswt] overseer of royal document scribes; in situ in G 5080.",Seshemnefer [III],https://nrs.harvard.edu,urn-3:FHCL:41391299?width=170&height=170,478126835
607,569,3,Individual - Ancient,Rawer [I] (G 5270),NULL,"Owner of G 5270. Base of limestone statue (KHM Vienna ÄS 8544) and fragments of frieze-text originally from over serdab (Cairo JE 43965) inscribed for Rawer, identified as [sS a n nswt rx nswt sS n Xrt-a nswt sS a n nswt xft-Hr] royal document scribe, royal acquaintance, scribe of the royal document-case, royal document scribe in the presence; found in G 5270.  Son ([sA=f n Xt=f] his son of his body) of Seshemnefer [I] (owner of G 4940). Appears in chapel relief, west wall (between false doors, depicted as young boy standing in front of his parents); in situ in G 4940.",Rawer [I],https://nrs.harvard.edu,urn-3:FHCL:41391179?width=170&height=170,478126655
607,584,3,Individual - Ancient,Raramu (G 2099),NULL,"Owner of G 2099. Seated statue (39-1-17 = Toledo 49.5) inscribed for Raramu (with his daughter Tjes-tjaset and his son Kahersetef depicted on sides of seat), identified as [wab nswt Hm-nTr xwfw m swt nb rx nswt jmj-xt xntjw-S pr-aA] royal wab-priest, priest of Khufu in all (his) places, royal acquaintance, under-supervisor of palace attendants of the Great House; limestone standing pair statue (39-1-16 = Toledo 49.4) inscribed for Raramu and his wife Ankhet; Raramu identified as [rx nswt wab nswt pr-aA] royal acquaintance, royal wab-priest of the Great House; limestone triad (39-1-18 = Cairo JE 72138) of two men and small boy, Raramu (proper left), Nikauptah (proper right), Kednes (boy, center); Raramu identified as [rx nswt jmj-xt pr-aA wab nswt xntjw-S] royal acquaintance, under-supervisor of palace attendants (royal wab-priest) of the Great House (words of titles seem to have been copied slightly out of sequence); statues found in situ in G 2099 serdab.",Raramu,https://nrs.harvard.edu,urn-3:FHCL:37832099?width=170&height=170,459996036
607,591,3,Individual - Ancient,Kaninisut [I] (G 2155),NULL,"Owner of G 2155. Father of Kaninisut [II] (owner of G 2156). Chapel entrance north and south door jambs, and north and south false doors inscribed for Kaninisut; also appears in chapel relief (west wall, between false doors, north wall, and east wall, over chapel entrance); chapel (KHM Vienna ÄS 8006) found in situ in G 2155.",Kaninisut [I],https://nrs.harvard.edu,urn-3:FHCL:41123039?width=170&height=170,474983962
607,598,3,Individual - Ancient,Penmeru (G 2197),NULL,"Owner of G 2197. Testamentary decree of Penmeru (south wall of niche), identified as [wab nswt Hm-nTr mnkAwra jmj-r Hmw-kA] royal wab-priest, priest of Menkaure, overseer of ka-priests; in situ in G 2197. Limestone triad (MFA 12.1504) representing Penmeru in three Ka forms, identified as [rx nswt xrp sH] royal acquaintance, director of the dining hall; limestone pseudo-group statue (MFA 12.1484) depicting two figures of Penmeru, his wife Meretites, his son Seshemnefer, and his daughter Neferseshemes; Penmeru identified as [sHD Hmw-kA rx nswt xrp sH] inspector of ka-priests, royal acquaintance, director of the dining hall; limestone standing pair statue (Cairo JE 43753) depicting two figures of Penmeru; statues found in situ in G 2197 serdab.  ",Penmeru,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\PDM\,PDM_IMG03126.jpg,NULL
607,620,3,Individual - Ancient,Minnefer (G 2421),NULL,"Owner of G 2421. Four limestone standing statues (36-5-40 = MFA 37.637 deaccessioned = Cleveland 1948.420, 36-5-41 = MFA 37.639, 36-5-42, 36-5-43 = MFA 37.2740) inscribed for Minnefer, identified on all as [sHD xntjw-S pr-aA] inspector of palace attendants of the Great House; all found in situ in G 2421 serdab (incorrectly attributed to G 2427 in Porter-Moss III, p. 94). Limestone lintel (36-5-67) inscribed for Minnefer and his wife Hekenu; Minnefer identified as [jmj-r wpwt xntjw-S pr-aA rx nswt Hrj-sStA sHD xntjw-S pr-aA] overseer of commissions of palace attendants of the Great House, royal acquaintance, secretary, inspector of palace attendants of the Great House; found displaced in G 2421. Limestone offering basin (12-11-54) inscribed for Minnefer, identified as [jmj-r st xntjw-S pr-aA xrp aH(?) Hrj-sStA n nb=f sHD xntjw-S pr-aA] overseer of the department of palace attendants of the Great House, director of the palace(?), secretary of his lord, inspector of palace attendants of the Great House; found in test hole north of G 2375 (G 2399), probably originally from G 2421.",Minnefer,https://nrs.harvard.edu,urn-3:FHCL:38640014?width=170&height=170,462609898
607,639,3,Individual - Ancient,Neferherenptah Fefi (G 8412),NULL,"Owner of G 8412. Entrance and chapel lintels inscribed for Neferherenptah Fefi, identified as [rx nswt wab nswt Hm-nTr xafra Hm-nTr mnkAwra] royal acquaintance, royal wab-priest, priest of Khafre, priest of Menkaure; entrance lintel found in debris in front of tomb, chapel lintel in situ in G 8412. Standing statue (JE 87804) of Neferherenptah Fefi, idenitifed as [rx nswt Hm-nTr mnkAwra] royal acquaintance, priest of Menkaure; found in situ in serdab of G 8412.",Neferherenptah Fefi,NULL,NULL,NULL
607,661,3,Individual - Ancient,Ankhtef (G 8806),NULL,"Owner of G 8806. False door in vestibule and central false door of offering chamber inscribed for Ankhtef, identified in both places as [rx nswt jmj-r sSr sHD Hmw-kA] royal acquaintance, overseer of linen, inspector of ka-priests. Seated statuette (JE 87808) of Ankhtef, identified as [sHD Hmw-kA] inspector of ka-priests; in situ in serdab of G 8806.  Also appears on false door of Rawer (owner of G 8992), identified as [sHD Hmw-kA jmj-r sSr] inspector of ka-priests, overseer of linen.",Ankhtef,NULL,NULL,NULL
607,665,3,Individual - Ancient,Rawer [II] (G 5470),NULL,"Owner of G 5470. False door inscribed for Rawer, identified as [sAb aD-mr jmj-r sSw Hm-nTr maAt] judge and administrator, overseer of scribes, priest of Ma'at; also appears in chapel relief (west, east, south walls); false door in situ in G 5470.   Brother ([sn=f] his brother) of Seshemnefer [III] (owner of G 5170). Appears in chapel relief, west wall (panel of relief north of north false door, second register, figure on left), identified as [sS a nswt] royal document scribe; chapel (Tübingen 3) found in situ in G 5170.",Rawer [II],https://nrs.harvard.edu,urn-3:FHCL:41106871?width=170&height=170,474940016
607,666,3,Individual - Ancient,Heti (G 5480),NULL,"Owner of G 5480. Appears in chapel relief (west and north walls and chapel entrance door jamb, name not preserved in chapel); in situ in G 5480. Headless seated statue (Cairo TR 20.1.41.4) inscribed for Heti, identified as [rx nswt] royal acquaintance; incomplete standing pair statue (Cambridge E 42.1926) inscribed for Heti and his sister Khenut, and base of limestone standing statue (KHM Vienna ÄS 8543) inscribed for Heti, identified (on both) as [zAb jmy-r sS] judge, overseer of scribes; all found in G 5480 serdab. Limestone statue base (12-11-1 = MFA 13.3447) inscribed for Heti, identified as [zAb jmy-r sS] judge, overseer of scribes; found in upper debris of G 2360 A, originally from G 2340 = G 5480. Uninscribed scribal statue of Heti (Hildesheim 2407); head found in mastaba of Khenit, body found in serdab of G 5480.",Heti,https://nrs.harvard.edu,urn-3:FHCL:41106827?width=170&height=170,474939950
607,685,3,Individual - Ancient,Mersuankh (G 8990),NULL,"Owner of G 8990.  Chapel lintel, door jambs and reveals inscribed for Mersuankh, identified as [jmj-r jdw n Xnw sHD Hmw-kA nfr] overseer of young men of the Residence, inspector of ka-priests, cadet; in situ in G 8990. False door inscribed for Mersuankh, identified as [Dt smr rawr jmj-r jdw n Xnw jmj-r jSt=f nbt n Xnw nt rwt] djet-priest of the companion Rawer, overseer of young men of the Residence, overseer of all his (Rawer's) possessions of the Residence and the exterior; in situ in G 8990. Four limestone offering tables inscribed for Mersuankh; in situ before false door. Also appears on false door of his mother Rudjsaus, and in wall reliefs and statuary (JE 66617-66620) from serdabs and shafts; in situ in G 8990.",Mersuankh,Y:\images\NMEC\EMC_JE_66619\Thumbnails,EMC_JE_66619_002_thumb.jpg,NULL
607,727,3,Individual - Ancient,Ptahshepses [I] (Ptahshepses [I]),NULL,"Owner of Ptahshepses [I] (unnumbered mastaba excavated by Junker). Limestone standing statue (KHM Vienna ÄS 7503) inscribed for Ptahshepses, identified as [sHD Hmw-kA] inspector of ka-priests, and limestone standing pair statue (KHM Vienna ÄS 7501) inscribed for Ptahshepses and his wife Redines; found in situ in mastaba of Ptahshepses [I] serdab 2 (S 2).",Ptahshepses [I],https://nrs.harvard.edu,urn-3:FHCL:41113109?width=170&height=170,474950958
607,860,3,Individual - Ancient,Seneb (Seneb),NULL,"Owner of Seneb (unnumbered mastaba excavated by Junker). Various architectural elements inscribed for Seneb: lintel and drum lintel of offering room entrance, identified as [wr-a xrp hwwt nt Nt jmj-r mr pr-aA] he who is carried in the sedan chair, director of estates of the Red Crown, overseer of weaving mills of the Great House; south false door (Cairo JE 51297), identified as [xrp dngw sSrw xtmw-nTr n wnHrbAw Hm-nTr wADt nb pr-nw jmj-r jwHw smr pr] director of dwarfs in charge of dressing, god's sealer of the Wenherbau-ship, priest of Wadjet lady of the Lower Egyptian shrine, overseer of libations (?), companion of the house; and granite offering stone, identified as [wr-a smr pr] he who is carried in the sedan chair, companion of the house; all found in situ in mastaba of Seneb. Seated family group statue (Cairo JE 51280) of Seneb (depicted as a dwarf, and identified as [wr-a xrp dngw sSrw smr Hm-nTr xwfw Hm-nTr Ddfra Hm-nTr WADt Hm-nTr kA wr xnt sTpt xrp Hwwt mw Hm-nTr kA mrHw xrp aprw ksw] he who is carried in the sedan chair, director of dwarfs in charge of dressing, companion, priest of Khufu and Djedefre, priest of Wadjet, priest of the Great Bull foremost of Setjpet, director of the estates of water, priest of the Merhu bull, director of crews of the kesu-ships), his wife Senetites, and two children; found in situ in stone box (Cairo JE 51281) in mastaba of Seneb serdab (north of north false door). Base fragment of granite statue (Hildesheim 3132) inscribed for Seneb, identified as [wr-a xrp dngw sSrw Hm-nTr wADt smr xrp hwwt nt Nt] he who is carried in the sedan chair, director of dwarfs in charge of dressing, priest of Wadjet, companion, director of estates of the Red Crown; found in mastaba of Seneb.",Seneb,https://nrs.harvard.edu,urn-3:FHCL:41112491?width=170&height=170,474950079
607,872,3,Individual - Ancient,Wepemnefret Wep (G 8882),NULL,"Owner of G 8882. Entrance lintel inscribed for Wepemnefret, identified as [smr watj Hrj-tp nxb Hrj-sStA n pr-dwAt jmj-jb n nb=f n(j) mrwt] sole companion, chief of Nekheb, secretary of the House of Morning, he who is in the heart of his lord, possessor of love; in situ in G 8882. Chapel entrance lintel and jambs inscribed for Wepemnefret, identified as [xrp aH Hm-nTr Hr-jnpw xntj pr Smswt Hrj-sStA] director of the palace, priest of Horus-Anubis who presides over the suite, secretary; in situ in G 8882. Two eroded false doors and lintels inscribed for Wepemnefret; in situ in chapel of Wepemnefret in G 8882. Also appears in chapel relief (eastern wall), identified as [aD-mr dp aD-mr Hr sbA xntj pt Hrj-wDbw m Hwt-anx] administrator of Dep, administrator of the district 'Star-of-Horus-Foremost-of-Heaven', master of reversion-offerings in the Mansion of Life; in situ in chapel of Ibi in G 8882.",Wepemnefret Wep,NULL,NULL,NULL
607,1003,3,Individual - Ancient,Akhmerutnisut (G 2184),NULL,"Owner of G 2184. Limestone seated statue (MFA 12.1482) inscribed for Akhmerutnisut, identified as [rx nswt smr jmj-r st n xntjw-S n pr-aA] royal acquaintance, companion, overseer of the department of palace attendants of the Great House; found in situ in G 2184 inner room of chapel. North and south false doors and architrave in west wall of interior chapel inscribed for Akhmerutnisut; in situ in G 2184 (interior chapel previously blocked by later phases of construction). False door in niche (blocking entrance to interior chapel) in west wall of inner room of chapel inscribed for Akhmerutnisut; found in situ in G 2184. Also appears on painted block (MFA 13.6040) from this false door; found displaced. South false door in west wall of outer room of chapel inscribed for Akhmerutnisut; west and south walls (MFA 13.4352) found in situ in G 2184. Architectural elements (drum lintel and jambs of entrance to inner room of chapel) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA wab nswt] overseer of the department of palace attendants of the Great House, overseer of the royal authorizations of the Great House, royal wab-priest; also appears in chapel relief (east door jamb of entrance to inner room of chapel, west wall of outer room of chapel, identifying inscriptions not preserved in all cases); west and south walls of outer room of chapel (MFA 13.4352) found in situ in G 2184. Fragments of displaced door frame (MFA 47.1886 + MFA 47.1887 + MFA 47.1888 + MFA 47.1889 + MFA 47.1890 + MFA 47.1891 + MFA 47.1892 + MFA 47.1893 + MFA 47.1894) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA] overseer of the department of palace attendants of the Great House, overseer of the royal authorizations of the Great House. Fragment of displaced lintel (MFA 47.1895) inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA jmj-r Xrjw-a nswt n pr-aA nb jmAx xr nb=f wab nswt rx nswt] overseer of the department of palace attendants of the Great House, overseer of royal authorizations of the Great House, possessor of reverence before his lord, royal wab-priest, royal acquaintance.   Limestone offering basin (36-10-4) made from lintel inscribed for Akhmerutnisut, identified as [jmj-r st xntjw-S n pr-aA] overseer of the department of palace attendants of the Great House; found reused in G 2421 X. Roth (Mummies & Magic, p. 87) suggests: ""If this lintel was not taken from the tomb of the elder [Akhmerutnisut] (there is no obvious place in that tomb to restore it), it may have been taken from a lost chapel built by his son.""",Akhmerutnisut,https://nrs.harvard.edu,urn-3:FHCL:37863405?width=170&height=170,460120738
607,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
607,1210,3,Individual - Ancient,Iasen (G 2196),NULL,"Owner of G 2196. Architectural elements: chapel outer entrance lintel inscribed for Iasen, identified as [jmj-r sjs xntjw-S pr-aA (jmj-r) Hrjw-a a nw nswt wab nswt sHD wabw xntj-S Hrj-sStA Hm-nTr xwfw] overseer of six palace attendants of the Great House, overseer of the authorisations of the royal decrees, royal wab-priest, inspector of wab-priests, palace attendant, secretary, priest of Khufu; drum lintel and south door jamb (name of male figure not preserved on north door jamb) inscribed for Iasen, identified as [sHD wabw xntj-S Hrj-sStA Hm-nTr xwfw rx nswt] inspector of wab-priests, palace attendant, secretary, priest of Khufu, royal acquaintance; chapel inner entrance door jambs uninscribed; also appears in chapel relief (north, south, east, and west walls) and rock-cut statue (west wall); in situ in G 2196.",Iasen,https://nrs.harvard.edu,urn-3:FHCL:40710816?width=170&height=170,471821023
607,1865,3,Individual - Ancient,Senedjemib Inti (G 2370),NULL,"Owner of G 2370. Senedjemib, [rn=f nfr] his good name Inti. Father of Senedjemib Mehi (owner of G 2378) and Khnumenti (owner of G 2374). Appears in chapel relief (throughout chapel), architectural elements (including portico facade, door jambs and displaced portico architrave) and false door inscribed for Senedjemib Inti, identified as [xrp sSw nbw Xrj-tp nswt jmj-r Snwtj jmj-r pr-aHAw mDH qd nswt m prwj jmj-r prwj-HD jmj-r jswj Xkr nswt jmj-r st nbt nt Xnw jmj-r prw msw nswt jmj-r Xkr nswt jmj-r Hwt-wrt sjsw jmj-r sDmt nbt jrj-pat HAtj-a tAjtj sAb TAtj jmj-r kAt nbt nt nswt jmj-r sSw a nswt Hrj-sStA wDt-mdw nbt nt nswt Hrj-Xb smr watj] controller of all scribes, royal chamberlain, overseer of the two granaries, overseer of the armory, royal architect in the two houses, overseer of the two treasuries, overseer of the two chambers of royal regalia, overseer of every department of the Residence, overseer of the houses of the royal children, overseer of royal regalia, overseer of the six great law-courts, overseer of all that is judged, hereditary prince, count, chief justice and vizier, overseer of all royal works, overseer of royal document scribes, secretary of every royal decree, lector-priest, sole companion; in situ in G 2370. Limestone sarcophagus inscribed for Senedjemib Inti, identified as [HAtj-a mAa jntj tAjtj sAb TAtj snDmjb Xrj-tp nswt jntj] true count Inti, chief justice and vizier Senedjemib, royal chamberlain Inti; in situ in burial chamber of G 2370 B.   Possibly same individual as owner of Lepsius 10 (in Khafre Quarry). Similar titles found on entrance lintel of Lepsius 10, inscribed for Senedjemib Inti.   Probably same individual whose name appears on fragmentary limestone architrave (35-9-17 = MFA 35.2033) inscribed for Tjetu; found displaced in G 2338 B (possibly originally from G 2343 = G 5511).",Senedjemib Inti,https://nrs.harvard.edu,urn-3:FHCL:37705145?width=170&height=170,459587163
607,1869,3,Individual - Ancient,Seshemnefer [II] (G 5080),NULL,"Owner of G 5080. Pillars and jambs of court entrance and north and south false doors inscribed for Seshemnefer, identified as [jmj-r sSw a nswt Hrj-sStA n wDt-mdw nb nt nswt jmj-r kAt nb nswt sS Xrt-a nswt sS a nswt n sbAjt nswt Hrj-sStA n Xrt-a nswt jmj-r (pr) aHAw m prwj] overseer of royal document scribes, secretary of every royal decree, overseer of all royal works, scribe of the royal document-case, royal document scribe of the royal instructors, secretary of the royal document-case, overseer of (the house of) weapons in the two houses; also appears in chapel relief (west, south, and east walls); in situ in G 5080. Red granite sarcophagus (33-4-19 = Cairo JE 60541) inscribed for Seshemnefer; found in situ in G 5080 B.",Seshemnefer [II],https://nrs.harvard.edu,urn-3:FHCL:37792147?width=170&height=170,459779599
